forgery_score_heuristic,utr_valid,utr_length,ela_tamper_regions,font_consistent,color_authentic,ocr_confidence,app_detected_encoded,label
0.8486203084078537,1.0,0.0,0.486439652284975,1.0,0.0,0.3304661431848629,3.0,1
0.11391418819642823,1.0,12.0,0.06201325978015368,1.0,1.0,0.7832143548943398,1.0,0
0.5499257260992866,0.0,8.0,0.7929706236621092,0.0,1.0,0.6398160773499362,3.0,1
0.05599563646627029,1.0,12.0,0.02391425454345232,1.0,1.0,0.8536901040661242,2.0,0
0.051671089969186346,1.0,12.0,0.027396112732113377,1.0,1.0,0.7643767359125122,1.0,0
0.9866046484772245,0.0,11.0,0.7073654149285432,1.0,0.0,0.53192139321549,3.0,1
0.5805713658469529,0.0,11.0,0.3588065705625816,0.0,0.0,0.3145741981828877,3.0,1
0.06063606914574268,1.0,12.0,0.029169345072158605,1.0,1.0,0.9772928701157674,0.0,0
0.16667141297312826,1.0,12.0,0.06233795659599071,1.0,1.0,0.8807407511371799,0.0,0
0.24887012267606426,1.0,12.0,0.04463523511976422,1.0,1.0,0.8000708648416601,1.0,0
0.40318850149291724,0.0,10.0,0.6247689393731652,0.0,0.0,0.3619613162969135,3.0,1
0.02263986690023012,1.0,12.0,0.0668003250743014,1.0,1.0,0.7399980449027725,1.0,0
0.17099094234953527,1.0,12.0,0.06158511643899139,1.0,1.0,0.9831674813682272,1.0,0
0.5120684842974225,0.0,10.0,0.590972513613913,0.0,0.0,0.31939089814812865,1.0,1
0.5002794503881527,0.0,11.0,0.36457266860590676,0.0,0.0,0.5875788497396437,1.0,1
0.7671424508603946,0.0,11.0,0.6932190378211164,0.0,0.0,0.40639608177156666,3.0,1
0.4063309820895403,1.0,10.0,0.7297175345054664,1.0,0.0,0.2520225247751805,2.0,1
0.760151819760103,1.0,0.0,0.4177960931699122,0.0,0.0,0.4599810965723789,3.0,1
0.24763650819253336,1.0,12.0,0.020065101740376123,1.0,1.0,0.9983945924679993,2.0,0
0.048283216146823266,1.0,12.0,0.008409822446798465,1.0,1.0,0.7979300729509878,0.0,0
0.9670224792181626,1.0,0.0,0.5401182638043116,1.0,0.0,0.34726263855761763,1.0,1
0.813260509575491,0.0,0.0,0.15505958067482864,0.0,1.0,0.2370571147839285,0.0,1
0.07098024368436642,1.0,12.0,0.030536386034439346,1.0,1.0,0.845684126075868,2.0,0
0.5097358318412012,0.0,8.0,0.7772035909761869,1.0,0.0,0.6422870530349392,3.0,1
0.019644624288755186,1.0,12.0,0.03969232762015961,1.0,1.0,0.7398147262129181,2.0,0
0.9869952858670284,0.0,10.0,0.3678100822744227,1.0,0.0,0.545801555206828,1.0,1
0.7478598744605639,0.0,0.0,0.7316649804585879,1.0,0.0,0.5248101896974352,0.0,1
0.5616158203981226,0.0,8.0,0.5858513292289591,0.0,0.0,0.6458206513803972,1.0,1
0.07833697939628578,1.0,12.0,0.07889324717760073,1.0,1.0,0.9675616434432204,0.0,0
0.1430121608423252,1.0,12.0,0.05126677259564164,1.0,1.0,0.7880466469624364,1.0,0
0.12119459178758654,1.0,12.0,0.05124576558819216,1.0,1.0,0.9225060832685996,1.0,0
0.23145684361087934,1.0,12.0,0.06599934501353172,1.0,1.0,0.816630523858479,1.0,0
0.49816505250622733,0.0,0.0,0.5942324165850461,0.0,0.0,0.5500750373616445,3.0,1
0.98086734184367,0.0,0.0,0.5399257622343036,0.0,0.0,0.2252010390225501,3.0,1
0.09809843038211863,1.0,12.0,0.09562221906489483,1.0,1.0,0.739943501253429,0.0,0
0.038445926378304046,1.0,12.0,0.08861712940559931,1.0,1.0,0.8375555686561046,2.0,0
0.031984231127945795,1.0,12.0,0.0347507082425181,1.0,1.0,0.8306180938527207,0.0,0
0.9417208140592901,0.0,0.0,0.3282066244869951,0.0,0.0,0.5610121306558014,2.0,1
0.8453792540403666,0.0,8.0,0.5539871706221315,1.0,0.0,0.6047356349752964,0.0,1
0.1341203378711487,1.0,12.0,0.037882156555691576,1.0,1.0,0.8371000657845035,2.0,0
0.1743023454774092,1.0,12.0,0.07143266357349976,1.0,1.0,0.8385148431439358,0.0,0
0.1757358602446692,1.0,12.0,0.0052803960468528095,1.0,1.0,0.8459792986731259,1.0,0
0.8394648754782695,0.0,10.0,0.5458688140594953,0.0,0.0,0.4127715312033361,3.0,1
0.7351734021197136,0.0,0.0,0.26512894744157267,0.0,1.0,0.45483326467583934,2.0,1
0.464846496199833,0.0,12.0,0.17440900803902964,0.0,0.0,0.4850588536560977,0.0,1
0.0371266954109202,1.0,12.0,0.05964670754135437,1.0,1.0,0.9443151762007245,1.0,0
0.887307752375651,0.0,0.0,0.7028325737850933,0.0,0.0,0.49528056630020917,2.0,1
0.024294123442692134,1.0,12.0,0.06150072266991698,1.0,1.0,0.997016155031279,1.0,0
0.48966175511097654,0.0,8.0,0.2680604242212342,0.0,1.0,0.41073526615537337,3.0,1
0.23618300557285257,1.0,12.0,0.04674015112498697,1.0,1.0,0.8840234167632123,0.0,0
0.193129071519851,1.0,12.0,0.07024883415884689,1.0,1.0,0.8845760959847242,1.0,0
0.5928106601138328,0.0,0.0,0.639107509108244,1.0,0.0,0.4243850778981255,0.0,1
0.688402067383046,0.0,0.0,0.4269749312400066,1.0,1.0,0.3269700128162627,1.0,1
0.09772935671029057,1.0,12.0,0.09764565294354102,1.0,1.0,0.9863999070637206,2.0,0
0.7038738262219084,0.0,0.0,0.41988894184481496,0.0,0.0,0.40677601995664286,2.0,1
0.6275700350365268,1.0,0.0,0.7713370620523186,1.0,0.0,0.42643062517310504,3.0,1
0.21268186500411368,1.0,12.0,0.07459745255487181,1.0,1.0,0.822555487880775,0.0,0
0.007663125551451516,1.0,12.0,0.025768288851121368,1.0,1.0,0.8387868870217949,1.0,0
0.6220887510102502,1.0,12.0,0.7273234694267218,0.0,0.0,0.41611430048876963,1.0,1
0.2330295706209031,1.0,12.0,0.0565133183589209,1.0,1.0,0.9089952471630677,0.0,0
0.019803287502092703,1.0,12.0,0.00470583794600189,1.0,1.0,0.7058344151104243,1.0,0
0.9339782230823487,0.0,0.0,0.6644674485240925,1.0,0.0,0.5039550281104628,0.0,1
0.1511043448194543,1.0,12.0,0.05398410913016732,1.0,1.0,0.7609183674204307,0.0,0
0.1404659474523796,1.0,12.0,0.0671406072643737,1.0,1.0,0.9778924830763588,1.0,0
0.05800995722527649,1.0,12.0,0.04582346503928339,1.0,1.0,0.9344046521843219,1.0,0
0.04402386783264867,1.0,12.0,0.021395703868823692,1.0,1.0,0.7039088703271251,1.0,0
0.24388532892068907,1.0,12.0,0.04589889880170131,1.0,1.0,0.8671916106670143,1.0,0
0.2155507434145472,1.0,12.0,0.03138754967224705,1.0,1.0,0.8614068116091709,2.0,0
0.05685237396534473,1.0,12.0,0.04039778763265483,1.0,1.0,0.8627637410186269,2.0,0
0.13801734116334446,1.0,12.0,0.041579750068745015,1.0,1.0,0.9158961449831591,0.0,0
0.04879929114297063,1.0,12.0,0.06784911686505812,1.0,1.0,0.7969299104999011,1.0,0
0.9635561373469143,1.0,11.0,0.5770923686464146,0.0,0.0,0.5692234000960348,0.0,1
0.22634549410481591,1.0,12.0,0.009128667678613357,1.0,1.0,0.7957940912771244,1.0,0
0.6695559351585034,0.0,12.0,0.3366356941716432,1.0,0.0,0.6024723843673352,0.0,1
0.10197240212682002,1.0,12.0,0.027963631849320627,1.0,1.0,0.7409110982402697,1.0,0
0.9359599817602465,0.0,11.0,0.6802833401209285,0.0,0.0,0.48965565618072404,3.0,1
0.09970569522422512,1.0,12.0,0.05801723692273323,1.0,1.0,0.8600807640180635,2.0,0
0.15655508040785385,1.0,12.0,0.013124487768238758,1.0,1.0,0.7097578538473756,1.0,0
0.2253957513217669,1.0,12.0,0.02152044797331928,1.0,1.0,0.965306545136726,2.0,0
0.41118795184886975,0.0,0.0,0.6543849523799076,0.0,0.0,0.3393568812408282,0.0,1
0.4230553873834352,0.0,11.0,0.48975322201494054,0.0,1.0,0.2595487502540411,3.0,1
0.8332584677607284,1.0,10.0,0.601928186413871,0.0,0.0,0.5978933083231934,3.0,1
0.1370363006820055,1.0,12.0,0.017464718589632954,1.0,1.0,0.7887796088309849,2.0,0
0.02029105611592863,1.0,12.0,0.045220247910353874,1.0,1.0,0.9217274265978859,2.0,0
0.58565948258169,0.0,10.0,0.16591217277857997,0.0,1.0,0.3319201740139858,0.0,1
0.06633153438886674,1.0,12.0,0.06015538792998241,1.0,1.0,0.7889679736617792,0.0,0
0.5403536924676309,1.0,11.0,0.3547188402471937,0.0,1.0,0.31878898386942345,3.0,1
0.1284666314283179,1.0,12.0,0.07966448690151381,1.0,1.0,0.8013944651409508,0.0,0
0.03570357611821684,1.0,12.0,0.057982957604772505,1.0,1.0,0.7847650802555917,0.0,0
0.07137719502962789,1.0,12.0,0.053157739677499316,1.0,1.0,0.8531685386228014,2.0,0
0.2447328589039903,1.0,12.0,0.08397888594565706,1.0,1.0,0.9600981280034571,0.0,0
0.18311218295952245,1.0,12.0,0.05483205837264243,1.0,1.0,0.7383964625600759,2.0,0
0.1827045071779522,1.0,12.0,0.014798414736583478,1.0,1.0,0.955767334570466,0.0,0
0.2088700564355486,1.0,12.0,0.0014693388654953843,1.0,1.0,0.8137282146015808,1.0,0
0.9469709233020569,0.0,12.0,0.7620626538476897,0.0,0.0,0.2634067746595926,1.0,1
0.10686663204167227,1.0,12.0,0.0645218575844664,1.0,1.0,0.9235644228072504,2.0,0
0.13920031561458754,1.0,12.0,0.0936154774160781,1.0,1.0,0.9088089390024918,1.0,0
0.7809578380706463,0.0,8.0,0.40369210568830083,0.0,0.0,0.5217287705982998,1.0,1
0.20127921282904443,1.0,12.0,0.013684516658635681,1.0,1.0,0.7209158277501188,2.0,0
0.17510794978912597,1.0,12.0,0.07704472210739899,1.0,1.0,0.8011908509402459,2.0,0
0.10954417916658882,1.0,12.0,0.08992603589246896,1.0,1.0,0.988678433982747,2.0,0
0.6807912196623651,1.0,10.0,0.19748365492692935,0.0,0.0,0.20901059053386795,3.0,1
0.5566170349215089,0.0,11.0,0.16146935411609378,0.0,0.0,0.3803969608075597,1.0,1
0.7976714396461981,0.0,8.0,0.28057016709114835,0.0,0.0,0.49334064214142265,3.0,1
0.017507426436867757,1.0,12.0,0.0009485433628498075,1.0,1.0,0.7158051507931685,0.0,0
0.8238212631101846,1.0,0.0,0.7489318588658948,0.0,0.0,0.411914371887936,3.0,1
0.7832357093495318,0.0,0.0,0.350750728608053,0.0,0.0,0.24300850144817054,0.0,1
0.11749706703948415,1.0,12.0,0.08901411373960147,1.0,1.0,0.9123164050802582,1.0,0
0.7306848017168404,0.0,0.0,0.348531297957116,0.0,0.0,0.308721107918018,3.0,1
0.1673271522904698,1.0,12.0,0.08918931032565626,1.0,1.0,0.7918154390568364,1.0,0
0.8860752566313141,1.0,0.0,0.6864956856148317,0.0,0.0,0.32512193675000267,2.0,1
0.028076086102804793,1.0,12.0,0.0002584014844982385,1.0,1.0,0.8913955617379893,0.0,0
0.2023402888696284,1.0,12.0,0.08101133946791808,1.0,1.0,0.960121695574031,0.0,0
0.025780967208983152,1.0,12.0,0.09025529066795668,1.0,1.0,0.8515757117343571,0.0,0
0.01566330086383863,1.0,12.0,0.0906437453344411,1.0,1.0,0.7417736113352785,1.0,0
0.12209365724573468,1.0,12.0,0.07375657490928268,1.0,1.0,0.857571927256048,0.0,0
0.008112769197668929,1.0,12.0,0.02355882282446775,1.0,1.0,0.7930921347375092,0.0,0
0.0008045659010696704,1.0,12.0,0.061958933745984074,1.0,1.0,0.8066479031324072,0.0,0
0.209427526476832,1.0,12.0,0.06756901170392808,1.0,1.0,0.9205648357722316,1.0,0
0.8532586603732165,1.0,8.0,0.6847135765121933,1.0,1.0,0.5065909334065479,3.0,1
0.11176388595160636,1.0,12.0,0.046035827120192635,1.0,1.0,0.959369082856801,1.0,0
0.11855355416436594,1.0,12.0,0.08620426509893135,1.0,1.0,0.9533648195605211,1.0,0
0.24278772684207145,1.0,12.0,0.05621888110645251,1.0,1.0,0.9144259829331838,0.0,0
0.10029697850974567,1.0,12.0,0.036695607920480065,1.0,1.0,0.8030681424327112,2.0,0
0.2093157517846272,1.0,12.0,0.012736947344788108,1.0,1.0,0.7378813411323195,2.0,0
0.6790741594886678,0.0,10.0,0.15654788029560043,0.0,0.0,0.24802123699719592,3.0,1
0.014613653527138476,1.0,12.0,0.014177439352710187,1.0,1.0,0.7823620762000376,2.0,0
0.06999477341507104,1.0,12.0,0.0769492933191937,1.0,1.0,0.756113124567257,1.0,0
0.06968996810363826,1.0,12.0,0.021070496386720317,1.0,1.0,0.9872344057114288,2.0,0
0.1737588072146383,1.0,12.0,0.09836789252634137,1.0,1.0,0.7717540312647777,2.0,0
0.6594135952880589,0.0,12.0,0.3500207230868411,1.0,0.0,0.6487266131415761,1.0,1
0.5071976832034618,0.0,11.0,0.5182666020995913,0.0,0.0,0.29882857046570177,3.0,1
0.7235146477081797,1.0,11.0,0.6386664817887167,0.0,1.0,0.24365819820669027,0.0,1
0.1832900945341999,1.0,12.0,0.09954215129254562,1.0,1.0,0.7862533598151277,2.0,0
0.5306373398097601,0.0,0.0,0.46432348070751384,1.0,0.0,0.6392387108898072,1.0,1
0.1902720765059689,1.0,12.0,0.03542677648410466,1.0,1.0,0.9847213588944532,1.0,0
0.02392863888004043,1.0,12.0,0.00236385860463364,1.0,1.0,0.8925914501329798,2.0,0
0.03523105624369066,1.0,12.0,0.08021969807540397,1.0,1.0,0.7223651931039312,2.0,0
0.14111463563066032,1.0,12.0,0.03787726259512894,1.0,1.0,0.8012340501615753,1.0,0
0.08259786841640412,1.0,12.0,0.05892146143478555,1.0,1.0,0.8362835190369468,0.0,0
0.6125476019135465,0.0,12.0,0.32099531399180176,0.0,0.0,0.27408226095443683,0.0,1
0.8245212626472662,0.0,11.0,0.2667694553116856,0.0,0.0,0.3537063348249238,3.0,1
0.10851304402023917,1.0,12.0,0.012757017457137088,1.0,1.0,0.8227255445904629,1.0,0
0.2409049942723132,1.0,12.0,0.085300945546736,1.0,1.0,0.7883346676208757,0.0,0
0.08272234074729298,1.0,12.0,0.04487775738314031,1.0,1.0,0.9008171204378084,0.0,0
0.1798086047610367,1.0,12.0,0.02715504551774857,1.0,1.0,0.794864536768999,2.0,0
0.13613883116366887,1.0,12.0,0.01598797633664414,1.0,1.0,0.9073739991357967,1.0,0
0.05615061001872121,1.0,12.0,0.006915356771850123,1.0,1.0,0.948249622490702,2.0,0
0.7323041753372417,0.0,0.0,0.5677887440737055,0.0,0.0,0.41589711100207005,3.0,1
0.9795962454449957,0.0,8.0,0.6668068494291688,1.0,0.0,0.5344846275381405,1.0,1
0.2302181001329533,1.0,12.0,0.006107795985486376,1.0,1.0,0.7830632944441611,0.0,0
0.21877951113951175,1.0,12.0,0.07905205102716735,1.0,1.0,0.7423322782064052,1.0,0
0.05634531700169146,1.0,12.0,0.019583308413427005,1.0,1.0,0.7422408846678028,1.0,0
0.015471425420118812,1.0,12.0,0.05353679411816512,1.0,1.0,0.8698214939344495,2.0,0
0.9588873955580084,0.0,12.0,0.7876791604654028,0.0,0.0,0.5372955038994884,3.0,1
0.4474775736848102,0.0,0.0,0.6907272414418743,1.0,0.0,0.3176718066774287,3.0,1
0.9506635914966637,0.0,10.0,0.4930453424686909,0.0,0.0,0.5479254612861315,0.0,1
0.026027412346041584,1.0,12.0,0.07243388171287411,1.0,1.0,0.8735160751019228,2.0,0
0.24683403964488648,1.0,12.0,0.04441035569066187,1.0,1.0,0.8595615299515049,1.0,0
0.07130145067010352,1.0,12.0,0.06307704201726207,1.0,1.0,0.8366948648319632,2.0,0
0.05144859424735543,1.0,12.0,0.07415661084668296,1.0,1.0,0.8640031794691935,2.0,0
0.19814870330228368,1.0,12.0,0.0627328935090678,1.0,1.0,0.9250797291816526,1.0,0
0.14063880031826184,1.0,12.0,0.07651603288167663,1.0,1.0,0.9821257621902241,1.0,0
0.04865595917621798,1.0,12.0,0.005764758219902489,1.0,1.0,0.802734393650414,0.0,0
0.13637258512370892,1.0,12.0,0.020705708338303288,1.0,1.0,0.8631919333854903,0.0,0
0.08483070891392777,1.0,12.0,0.07088991127733162,1.0,1.0,0.9981351926134516,1.0,0
0.1286224005780097,1.0,12.0,0.08568353497231763,1.0,1.0,0.8400634297369313,1.0,0
0.4678815626044142,0.0,12.0,0.7277476326300457,1.0,0.0,0.49152003717099607,1.0,1
0.24600329080261607,1.0,12.0,0.028840543781874575,1.0,1.0,0.9883406456222779,0.0,0
0.1357561459894158,1.0,12.0,0.02277497361032096,1.0,1.0,0.9892086541496541,0.0,0
0.12401068150414576,1.0,12.0,0.0007766642153968717,1.0,1.0,0.8476276031050294,0.0,0
0.9244654708154982,1.0,0.0,0.7055387768997713,0.0,0.0,0.2942379518698344,3.0,1
0.9363836010546576,0.0,0.0,0.3812531547304291,1.0,0.0,0.4880872408416644,0.0,1
0.014794267965885455,1.0,12.0,0.06328026106615069,1.0,1.0,0.9306760133713505,0.0,0
0.09706709599746804,1.0,12.0,0.02293947457049497,1.0,1.0,0.7797813774892717,0.0,0
0.21222845606652097,1.0,12.0,0.07217295211648732,1.0,1.0,0.7707954759246867,1.0,0
0.20733310128532093,1.0,12.0,0.03175314478767371,1.0,1.0,0.9858392582803883,1.0,0
0.4108227457027867,0.0,0.0,0.6695047612322479,0.0,0.0,0.5903646605731876,1.0,1
0.030139604100922562,1.0,12.0,0.09024533072858418,1.0,1.0,0.7199331533067325,1.0,0
0.9502469193192873,0.0,11.0,0.3364282061027664,0.0,0.0,0.6358311005974391,3.0,1
0.11900453234219163,1.0,12.0,0.037588828514576934,1.0,1.0,0.8183428835710106,1.0,0
0.19345863080033507,1.0,12.0,0.036275789466594544,1.0,1.0,0.9583204059924164,2.0,0
0.556241865272745,0.0,11.0,0.5965119327522818,0.0,0.0,0.3277090743686971,3.0,1
0.2127935652131927,1.0,12.0,0.06714246695306145,1.0,1.0,0.9428589927305325,2.0,0
0.920584968832134,1.0,10.0,0.41173628536509854,1.0,0.0,0.5342740744095607,3.0,1
0.09230762037747403,1.0,12.0,0.04542679722190997,1.0,1.0,0.864580935381446,1.0,0
0.931553268666055,0.0,11.0,0.6682689236724758,1.0,0.0,0.261786518813722,2.0,1
0.14210798858262583,1.0,12.0,0.07919930334057097,1.0,1.0,0.9960062834851072,1.0,0
0.03844778741700777,1.0,12.0,0.022361443449631126,1.0,1.0,0.9871968663683761,1.0,0
0.23201293755721203,1.0,12.0,0.009114063944467754,1.0,1.0,0.7857701601313607,2.0,0
0.0031010090693286974,1.0,12.0,0.046876796546450585,1.0,1.0,0.7903795782280001,2.0,0
0.24400817465005095,1.0,12.0,0.034481760774616975,1.0,1.0,0.8011932862453682,2.0,0
0.5804134405762662,0.0,0.0,0.5487395571691936,0.0,0.0,0.217072240821171,0.0,1
0.046876114279745085,1.0,12.0,0.07505984567441265,1.0,1.0,0.7707989817727712,2.0,0
0.109083957901639,1.0,12.0,0.08021092490267341,1.0,1.0,0.9933702006262812,0.0,0
0.04734835447121152,1.0,12.0,0.0005026552609803114,1.0,1.0,0.718028923113451,0.0,0
0.005554620506395103,1.0,12.0,0.09885399870457068,1.0,1.0,0.7124284266458163,1.0,0
0.12794511414237017,1.0,12.0,0.07694425794215569,1.0,1.0,0.980438655247835,2.0,0
0.5370453769404632,0.0,0.0,0.6084857490828433,0.0,0.0,0.2808239324722863,3.0,1
0.07748423156715273,1.0,12.0,0.03973181154575979,1.0,1.0,0.8280366716010248,2.0,0
0.16285509708796606,1.0,12.0,0.08297418037072017,1.0,1.0,0.7619263815281809,1.0,0
0.6678127476579556,0.0,12.0,0.28798038493558437,0.0,0.0,0.31627669154166654,3.0,1
0.023275691951474803,1.0,12.0,0.08972157579533269,1.0,1.0,0.9701254171489991,2.0,0
0.13394367101868962,1.0,12.0,0.00902897700544083,1.0,1.0,0.9505907486767714,2.0,0
0.0005793869762034665,1.0,12.0,0.004416193617783126,1.0,1.0,0.8025347214210284,0.0,0
0.05786880344132453,1.0,12.0,0.08684095239469342,1.0,1.0,0.9779391393868555,1.0,0
0.6536552662529429,0.0,0.0,0.4246111878649166,0.0,0.0,0.226831485974271,3.0,1
0.8449103513961942,0.0,0.0,0.6553396583647173,0.0,0.0,0.4016338182117355,2.0,1
0.8171178758219267,1.0,0.0,0.3779792439628007,0.0,0.0,0.5100499932448557,3.0,1
0.11935404737008842,1.0,12.0,0.06018067339454473,1.0,1.0,0.874520994226356,1.0,0
0.0945251924468627,1.0,12.0,0.014339537001089253,1.0,1.0,0.7055158426454792,1.0,0
0.10864899021467794,1.0,12.0,0.07738796557301564,1.0,1.0,0.8805770293045394,1.0,0
0.21867541817104985,1.0,12.0,0.0528937134027212,1.0,1.0,0.9817203095538689,2.0,0
0.6113814126260559,1.0,10.0,0.1554376789896937,1.0,1.0,0.28343531802222843,3.0,1
0.09572078682104587,1.0,12.0,0.07190756205108118,1.0,1.0,0.8642553652179983,0.0,0
0.03047152333423689,1.0,12.0,0.018114934953468033,1.0,1.0,0.9043353561894948,1.0,0
0.5709136785764558,1.0,10.0,0.31416956343949654,0.0,0.0,0.6121674857467015,3.0,1
0.012908869468628209,1.0,12.0,0.0018242481428361046,1.0,1.0,0.9090884387099265,2.0,0
0.1203360379088309,1.0,12.0,0.0019192276823056687,1.0,1.0,0.7779439626235103,1.0,0
0.1315235033128855,1.0,12.0,0.06877692063657348,1.0,1.0,0.7820423546124939,0.0,0
0.0877047773337539,1.0,12.0,0.03625597965590945,1.0,1.0,0.9417143577004654,0.0,0
0.11946961200556061,1.0,12.0,0.05322575311489761,1.0,1.0,0.750501086775739,0.0,0
0.16334587461967015,1.0,12.0,0.01923098960336275,1.0,1.0,0.7886963624837455,1.0,0
0.5130209392402418,0.0,12.0,0.6697909688748409,0.0,0.0,0.3195242559498867,3.0,1
0.8404441186035267,1.0,10.0,0.6444298723153442,0.0,0.0,0.5185463128564409,3.0,1
0.10335411232381536,1.0,12.0,0.07581850110765374,1.0,1.0,0.9230271358229828,2.0,0
0.018657453584270428,1.0,12.0,0.07826960407441493,1.0,1.0,0.7796162227564584,2.0,0
0.23643742555648253,1.0,12.0,0.031291954802882264,1.0,1.0,0.9575519363654663,0.0,0
0.020381622388106674,1.0,12.0,0.040326136112383185,1.0,1.0,0.766168337476697,1.0,0
0.04856839275045036,1.0,12.0,0.044720103221643805,1.0,1.0,0.9489463794151856,1.0,0
0.42843914675869843,0.0,0.0,0.7380264405657393,0.0,1.0,0.5839153924513663,1.0,1
0.2377321486256371,1.0,12.0,0.057712258603832084,1.0,1.0,0.8071363477901508,1.0,0
0.21249384287016548,1.0,12.0,0.06690223373291083,1.0,1.0,0.8386886683001822,2.0,0
0.2481208755395938,1.0,12.0,0.09270009679242953,1.0,1.0,0.8619871390841678,0.0,0
0.12012673681445724,1.0,12.0,0.010493017841817488,1.0,1.0,0.7726135047587582,0.0,0
0.8312849409694987,0.0,12.0,0.1825144734957626,1.0,0.0,0.3613284340379002,0.0,1
0.09904317290231385,1.0,12.0,0.06954672066898622,1.0,1.0,0.8165674303811037,0.0,0
0.17066315126104975,1.0,12.0,0.02356228511916484,1.0,1.0,0.9830722432105532,2.0,0
0.2310717676986653,1.0,12.0,0.03258234607704848,1.0,1.0,0.7383323958369971,2.0,0
0.23172908658277702,1.0,12.0,0.021369814157032842,1.0,1.0,0.8260012222244215,2.0,0
0.19307525379133572,1.0,12.0,0.06252047695304423,1.0,1.0,0.8120664403143045,0.0,0
0.7737837326128574,1.0,0.0,0.7375870058862966,0.0,0.0,0.5773254456994157,3.0,1
0.0037942205717067246,1.0,12.0,0.05814171055820205,1.0,1.0,0.7317559707633726,2.0,0
0.8781686533451349,1.0,10.0,0.3881969984895744,0.0,0.0,0.25154538481391703,2.0,1
0.1331543166137558,1.0,12.0,0.024247050363472966,1.0,1.0,0.7807729692848142,0.0,0
